Профиль №1  с 01.11.2021 по 30.11.2021
Счетчик № 0816190453
Сохранен 30.11.2021 6:23:41

Дата	Время	A+, кВт	A-, кВт	R+, квар	R-, квар	Статус
14.11.2021	03:00-04:00	000,0488	000,0000	000,0273	000,0000	
14.11.2021	04:00-05:00	000,0469	000,0000	000,0252	000,0000	
14.11.2021	05:00-06:00	000,0472	000,0000	000,0247	000,0000	
14.11.2021	06:00-07:00	000,0480	000,0000	000,0247	000,0000	
14.11.2021	07:00-08:00	000,0455	000,0000	000,0236	000,0000	
14.11.2021	08:00-09:00	000,0441	000,0000	000,0229	000,0000	
14.11.2021	09:00-10:00	000,0453	000,0000	000,0245	000,0000	
14.11.2021	10:00-11:00	000,0440	000,0000	000,0232	000,0000	
14.11.2021	11:00-12:00	000,0441	000,0000	000,0233	000,0000	
14.11.2021	12:00-13:00	000,0409	000,0000	000,0224	000,0000	
14.11.2021	13:00-14:00	000,0419	000,0000	000,0219	000,0000	
14.11.2021	14:00-15:00	000,0431	000,0000	000,0233	000,0000	
14.11.2021	15:00-16:00	000,0428	000,0000	000,0227	000,0000	
14.11.2021	16:00-17:00	000,0422	000,0000	000,0231	000,0000	
14.11.2021	17:00-18:00	000,0430	000,0000	000,0232	000,0000	
14.11.2021	18:00-19:00	000,0446	000,0000	000,0232	000,0000	
14.11.2021	19:00-20:00	000,0427	000,0000	000,0226	000,0000	
14.11.2021	20:00-21:00	000,0424	000,0000	000,0227	000,0000	
14.11.2021	21:00-22:00	000,0467	000,0000	000,0235	000,0000	
14.11.2021	22:00-23:00	000,0443	000,0000	000,0229	000,0000	
14.11.2021	23:00-24:00	000,0307	000,0000	000,0168	000,0000	
15.11.2021	00:00-01:00	000,0294	000,0000	000,0165	000,0000	
15.11.2021	01:00-02:00	000,0343	000,0000	000,0185	000,0000	
15.11.2021	02:00-03:00	000,0303	000,0000	000,0164	000,0000	
15.11.2021	03:00-04:00	000,0304	000,0000	000,0165	000,0000	
15.11.2021	04:00-05:00	000,0344	000,0000	000,0172	000,0000	
15.11.2021	05:00-06:00	000,0327	000,0000	000,0175	000,0000	
15.11.2021	06:00-07:00	000,0314	000,0000	000,0170	000,0000	
15.11.2021	07:00-08:00	000,0312	000,0000	000,0152	000,0000	
15.11.2021	08:00-09:00	000,0323	000,0000	000,0166	000,0000	
15.11.2021	09:00-10:00	000,0067	000,0000	000,0030	000,0000	
15.11.2021	10:00-11:00	000,0000	000,0000	000,0000	000,0000	
15.11.2021	11:00-12:00	000,0000	000,0000	000,0000	000,0000	
15.11.2021	12:00-13:00	000,0000	000,0000	000,0000	000,0000	
15.11.2021	13:00-14:00	000,0000	000,0000	000,0000	000,0000	
15.11.2021	14:00-15:00	000,0000	000,0000	000,0000	000,0000	
15.11.2021	15:00-16:00	000,0000	000,0000	000,0000	000,0000	
15.11.2021	16:00-17:00	000,0000	000,0000	000,0000	000,0000	
15.11.2021	17:00-18:00	000,0000	000,0000	000,0000	000,0000	
15.11.2021	18:00-19:00	000,0204	000,0000	000,0070	000,0000	
15.11.2021	19:00-20:00	000,0270	000,0000	000,0091	000,0000	
15.11.2021	20:00-21:00	000,0324	000,0000	000,0164	000,0000	
15.11.2021	21:00-22:00	000,0377	000,0000	000,0200	000,0000	
15.11.2021	22:00-23:00	000,0342	000,0000	000,0191	000,0000	
15.11.2021	23:00-24:00	000,0327	000,0000	000,0173	000,0000	
16.11.2021	00:00-01:00	000,0336	000,0000	000,0172	000,0000	
16.11.2021	01:00-02:00	000,0348	000,0000	000,0178	000,0000	
16.11.2021	02:00-03:00	000,0359	000,0000	000,0178	000,0000	
16.11.2021	03:00-04:00	000,0386	000,0000	000,0190	000,0000	
16.11.2021	04:00-05:00	000,0392	000,0000	000,0188	000,0000	
16.11.2021	05:00-06:00	000,0369	000,0000	000,0176	000,0000	
16.11.2021	06:00-07:00	000,0377	000,0000	000,0182	000,0000	
16.11.2021	07:00-08:00	000,0384	000,0000	000,0193	000,0000	
16.11.2021	08:00-09:00	000,0387	000,0000	000,0202	000,0000	
16.11.2021	09:00-10:00	000,0339	000,0000	000,0178	000,0000	
16.11.2021	10:00-11:00	000,0342	000,0000	000,0186	000,0000	
16.11.2021	11:00-12:00	000,0338	000,0000	000,0181	000,0000	
16.11.2021	12:00-13:00	000,0369	000,0000	000,0190	000,0000	
